region,population_type,gender,age,count
Baucau,Rural,Male,34,633
Baucau,Rural,Male,35,626
Baucau,Rural,Male,36,579
Baucau,Rural,Male,37,509
Baucau,Rural,Male,38,566
Baucau,Rural,Male,39,530
Baucau,Rural,Male,40,424
Baucau,Rural,Male,41,365
Baucau,Rural,Male,42,289
Baucau,Rural,Male,43,258
Baucau,Rural,Male,44,255
Baucau,Rural,Male,45,349
Baucau,Rural,Male,46,450
Baucau,Rural,Male,47,589
Baucau,Rural,Male,48,565
Baucau,Rural,Male,49,489
Baucau,Rural,Male,50,564
Baucau,Rural,Male,51,394
Baucau,Rural,Male,52,569
Baucau,Rural,Male,53,497
Baucau,Rural,Male,54,470
Baucau,Rural,Male,55,407
Baucau,Rural,Male,56,444
Baucau,Rural,Male,57,495
Baucau,Rural,Male,58,440
Baucau,Rural,Male,59,439
Baucau,Rural,Male,60,403
Baucau,Rural,Male,61,348
Baucau,Rural,Male,62,460
Baucau,Rural,Male,63,306
Baucau,Rural,Male,64,284
Baucau,Rural,Male,65,279
Baucau,Rural,Male,66,264
Baucau,Rural,Male,67,316
Baucau,Rural,Male,68,302
Baucau,Rural,Male,69,278
Baucau,Rural,Male,70,303
Baucau,Rural,Male,71,215
Baucau,Rural,Male,72,347
Baucau,Rural,Male,73,182
Baucau,Rural,Male,74,237
Baucau,Rural,Male,75,214
Baucau,Rural,Male,76,207
Baucau,Rural,Male,77,214
Baucau,Rural,Male,78,151
Baucau,Rural,Male,79,156
Baucau,Rural,Male,80,167
Baucau,Rural,Male,81,102
Baucau,Rural,Male,82,168
Baucau,Rural,Male,83,61
Baucau,Rural,Male,84,48
Baucau,Rural,Male,85,318
Baucau,Urban,Female,0,174
Baucau,Urban,Female,1,182
Baucau,Urban,Female,2,248
Baucau,Urban,Female,3,239
Baucau,Urban,Female,4,258
Baucau,Urban,Female,5,231
Baucau,Urban,Female,6,232
Baucau,Urban,Female,7,229
Baucau,Urban,Female,8,240
Baucau,Urban,Female,9,205
Baucau,Urban,Female,10,238
Baucau,Urban,Female,11,205
Baucau,Urban,Female,12,243
Baucau,Urban,Female,13,208
Baucau,Urban,Female,14,231
Baucau,Urban,Female,15,238
Baucau,Urban,Female,16,261
Baucau,Urban,Female,17,289
Baucau,Urban,Female,18,228
Baucau,Urban,Female,19,190
Baucau,Urban,Female,20,175
Baucau,Urban,Female,21,169
Baucau,Urban,Female,22,159
Baucau,Urban,Female,23,156
Baucau,Urban,Female,24,159
Baucau,Urban,Female,25,155
Baucau,Urban,Female,26,152
Baucau,Urban,Female,27,154
Baucau,Urban,Female,28,143
Baucau,Urban,Female,29,141
Baucau,Urban,Female,30,150
Baucau,Urban,Female,31,133
Baucau,Urban,Female,32,117
Baucau,Urban,Female,33,143
Baucau,Urban,Female,34,133
Baucau,Urban,Female,35,143
Baucau,Urban,Female,36,138
Baucau,Urban,Female,37,130
Baucau,Urban,Female,38,121
Baucau,Urban,Female,39,120
Baucau,Urban,Female,40,107
Baucau,Urban,Female,41,84
Baucau,Urban,Female,42,75
Baucau,Urban,Female,43,77
Baucau,Urban,Female,44,72
Baucau,Urban,Female,45,85
Baucau,Urban,Female,46,91
Baucau,Urban,Female,47,110
Baucau,Urban,Female,48,105
Baucau,Urban,Female,49,86
Baucau,Urban,Female,50,81
Baucau,Urban,Female,51,61
Baucau,Urban,Female,52,78
Baucau,Urban,Female,53,76
Baucau,Urban,Female,54,48
Baucau,Urban,Female,55,50
Baucau,Urban,Female,56,40
Baucau,Urban,Female,57,51
Baucau,Urban,Female,58,42
Baucau,Urban,Female,59,49
Baucau,Urban,Female,60,47
Baucau,Urban,Female,61,47
Baucau,Urban,Female,62,38
Baucau,Urban,Female,63,40
Baucau,Urban,Female,64,40
Baucau,Urban,Female,65,28
Baucau,Urban,Female,66,29
Baucau,Urban,Female,67,28
Baucau,Urban,Female,68,37
Baucau,Urban,Female,69,23
Baucau,Urban,Female,70,27
Baucau,Urban,Female,71,17
Baucau,Urban,Female,72,22
Baucau,Urban,Female,73,25
Baucau,Urban,Female,74,20
Baucau,Urban,Female,75,25
Baucau,Urban,Female,76,27
Baucau,Urban,Female,77,24
Baucau,Urban,Female,78,13
Baucau,Urban,Female,79,16
Baucau,Urban,Female,80,15
Baucau,Urban,Female,81,7
Baucau,Urban,Female,82,14
Baucau,Urban,Female,83,8
Baucau,Urban,Female,84,5
Baucau,Urban,Female,85,25
Baucau,Rural,Female,0,1232
Baucau,Rural,Female,1,1157
Baucau,Rural,Female,2,1429
Baucau,Rural,Female,3,1432
Baucau,Rural,Female,4,1398
Baucau,Rural,Female,5,1378
Baucau,Rural,Female,6,1384
Baucau,Rural,Female,7,1353
Baucau,Rural,Female,8,1324
Baucau,Rural,Female,9,1270
Baucau,Rural,Female,10,1295
Baucau,Rural,Female,11,1155
Baucau,Rural,Female,12,1423
Baucau,Rural,Female,13,1285
Baucau,Rural,Female,14,1364
Baucau,Rural,Female,15,1418
Baucau,Rural,Female,16,1410
Baucau,Rural,Female,17,1288
Baucau,Rural,Female,18,1237
Baucau,Rural,Female,19,1138
Baucau,Rural,Female,20,946
Baucau,Rural,Female,21,936
Baucau,Rural,Female,22,928
Baucau,Rural,Female,23,979
Baucau,Rural,Female,24,857
Baucau,Rural,Female,25,901
Baucau,Rural,Female,26,921
Baucau,Rural,Female,27,885
Baucau,Rural,Female,28,818
Baucau,Rural,Female,29,853
Baucau,Rural,Female,30,789
Baucau,Rural,Female,31,708
Baucau,Rural,Female,32,727
Baucau,Rural,Female,33,687
Baucau,Rural,Female,34,676
Baucau,Rural,Female,35,616
Baucau,Rural,Female,36,559
Baucau,Rural,Female,37,591
Baucau,Rural,Female,38,540
Baucau,Rural,Female,39,543
Baucau,Rural,Female,40,408
Baucau,Rural,Female,41,397
Baucau,Rural,Female,42,315
Baucau,Rural,Female,43,251
Baucau,Rural,Female,44,305
Baucau,Rural,Female,45,342
Baucau,Rural,Female,46,451
Baucau,Rural,Female,47,576
Baucau,Rural,Female,48,544
Baucau,Rural,Female,49,477
Baucau,Rural,Female,50,464
Baucau,Rural,Female,51,402
Baucau,Rural,Female,52,547
Baucau,Rural,Female,53,502
Baucau,Rural,Female,54,460
Baucau,Rural,Female,55,397
Baucau,Rural,Female,56,434
Baucau,Rural,Female,57,442
Baucau,Rural,Female,58,386
Baucau,Rural,Female,59,376
Baucau,Rural,Female,60,410
Baucau,Rural,Female,61,358
Baucau,Rural,Female,62,464
Baucau,Rural,Female,63,335
Baucau,Rural,Female,64,278
Baucau,Rural,Female,65,290
Baucau,Rural,Female,66,259
Baucau,Rural,Female,67,299
Baucau,Rural,Female,68,288
Baucau,Rural,Female,69,269
Baucau,Rural,Female,70,284
Baucau,Rural,Female,71,218
Baucau,Rural,Female,72,409
Baucau,Rural,Female,73,239
Baucau,Rural,Female,74,290
Baucau,Rural,Female,75,275
Baucau,Rural,Female,76,235
Baucau,Rural,Female,77,254
Baucau,Rural,Female,78,162
Baucau,Rural,Female,79,180
Baucau,Rural,Female,80,193
Baucau,Rural,Female,81,148
Baucau,Rural,Female,82,183
Baucau,Rural,Female,83,73
Baucau,Rural,Female,84,66
Baucau,Rural,Female,85,396
Bobonaro,Urban,Total,0,301
Bobonaro,Urban,Total,1,279
Bobonaro,Urban,Total,2,330
Bobonaro,Urban,Total,3,316
Bobonaro,Urban,Total,4,314
Bobonaro,Urban,Total,5,314
Bobonaro,Urban,Total,6,304
Bobonaro,Urban,Total,7,345
Bobonaro,Urban,Total,8,322
Bobonaro,Urban,Total,9,292
Bobonaro,Urban,Total,10,334
Bobonaro,Urban,Total,11,290
Bobonaro,Urban,Total,12,300
Bobonaro,Urban,Total,13,284
Bobonaro,Urban,Total,14,328
Bobonaro,Urban,Total,15,337
Bobonaro,Urban,Total,16,367
Bobonaro,Urban,Total,17,380
Bobonaro,Urban,Total,18,300
Bobonaro,Urban,Total,19,327
Bobonaro,Urban,Total,20,237
Bobonaro,Urban,Total,21,258
Bobonaro,Urban,Total,22,226
Bobonaro,Urban,Total,23,217
Bobonaro,Urban,Total,24,190
Bobonaro,Urban,Total,25,185
Bobonaro,Urban,Total,26,180
Bobonaro,Urban,Total,27,156
Bobonaro,Urban,Total,28,197
Bobonaro,Urban,Total,29,165
Bobonaro,Urban,Total,30,172
Bobonaro,Urban,Total,31,180
Bobonaro,Urban,Total,32,176
Bobonaro,Urban,Total,33,167
Bobonaro,Urban,Total,34,188
Bobonaro,Urban,Total,35,168
Bobonaro,Urban,Total,36,163
Bobonaro,Urban,Total,37,206
Bobonaro,Urban,Total,38,178
Bobonaro,Urban,Total,39,167
Bobonaro,Urban,Total,40,155
Bobonaro,Urban,Total,41,161
Bobonaro,Urban,Total,42,117
Bobonaro,Urban,Total,43,95
Bobonaro,Urban,Total,44,106
Bobonaro,Urban,Total,45,91
Bobonaro,Urban,Total,46,112
Bobonaro,Urban,Total,47,122
Bobonaro,Urban,Total,48,132
Bobonaro,Urban,Total,49,105
Bobonaro,Urban,Total,50,105
Bobonaro,Urban,Total,51,100
Bobonaro,Urban,Total,52,100
Bobonaro,Urban,Total,53,110
Bobonaro,Urban,Total,54,65
Bobonaro,Urban,Total,55,84
Bobonaro,Urban,Total,56,89
Bobonaro,Urban,Total,57,75
Bobonaro,Urban,Total,58,86
Bobonaro,Urban,Total,59,75
Bobonaro,Urban,Total,60,60
Bobonaro,Urban,Total,61,66
Bobonaro,Urban,Total,62,86
Bobonaro,Urban,Total,63,53
Bobonaro,Urban,Total,64,47
Bobonaro,Urban,Total,65,45
Bobonaro,Urban,Total,66,47
Bobonaro,Urban,Total,67,48
Bobonaro,Urban,Total,68,36
Bobonaro,Urban,Total,69,27
Bobonaro,Urban,Total,70,40
Bobonaro,Urban,Total,71,30
Bobonaro,Urban,Total,72,30
Bobonaro,Urban,Total,73,23
Bobonaro,Urban,Total,74,31
Bobonaro,Urban,Total,75,32
Bobonaro,Urban,Total,76,24
Bobonaro,Urban,Total,77,24
Bobonaro,Urban,Total,78,14
Bobonaro,Urban,Total,79,10
Bobonaro,Urban,Total,80,19
Bobonaro,Urban,Total,81,14
Bobonaro,Urban,Total,82,19
Bobonaro,Urban,Total,83,
Bobonaro,Urban,Total,84,
Bobonaro,Urban,Total,85,20
Bobonaro,Rural,Total,0,2056
Bobonaro,Rural,Total,1,2097
Bobonaro,Rural,Total,2,2387
Bobonaro,Rural,Total,3,2317
Bobonaro,Rural,Total,4,2283
Bobonaro,Rural,Total,5,2290
Bobonaro,Rural,Total,6,2327
Bobonaro,Rural,Total,7,2377
Bobonaro,Rural,Total,8,2342
Bobonaro,Rural,Total,9,2211
Bobonaro,Rural,Total,10,2180
Bobonaro,Rural,Total,11,2074
Bobonaro,Rural,Total,12,2328
Bobonaro,Rural,Total,13,2174
Bobonaro,Rural,Total,14,2356
Bobonaro,Rural,Total,15,2362
Bobonaro,Rural,Total,16,2290
Bobonaro,Rural,Total,17,1989
Bobonaro,Rural,Total,18,1933
Bobonaro,Rural,Total,19,1924
Bobonaro,Rural,Total,20,1715
Bobonaro,Rural,Total,21,1662
Bobonaro,Rural,Total,22,1397
Bobonaro,Rural,Total,23,1423
Bobonaro,Rural,Total,24,1231
Bobonaro,Rural,Total,25,1251
Bobonaro,Rural,Total,26,1247
Bobonaro,Rural,Total,27,1232
Bobonaro,Rural,Total,28,1295
Bobonaro,Rural,Total,29,1320
Bobonaro,Rural,Total,30,1220
Bobonaro,Rural,Total,31,1115
Bobonaro,Rural,Total,32,1273
Bobonaro,Rural,Total,33,1251
Bobonaro,Rural,Total,34,1144
Bobonaro,Rural,Total,35,1189
Bobonaro,Rural,Total,36,1201
Bobonaro,Rural,Total,37,1124
Bobonaro,Rural,Total,38,1134
Bobonaro,Rural,Total,39,1023
Bobonaro,Rural,Total,40,1024
Bobonaro,Rural,Total,41,894
Bobonaro,Rural,Total,42,804
Bobonaro,Rural,Total,43,612
Bobonaro,Rural,Total,44,565
Bobonaro,Rural,Total,45,647
Bobonaro,Rural,Total,46,671
Bobonaro,Rural,Total,47,849
Bobonaro,Rural,Total,48,791
Bobonaro,Rural,Total,49,802
Bobonaro,Rural,Total,50,730
Bobonaro,Rural,Total,51,643
Bobonaro,Rural,Total,52,760
Bobonaro,Rural,Total,53,705
Bobonaro,Rural,Total,54,726
Bobonaro,Rural,Total,55,676
Bobonaro,Rural,Total,56,645
Bobonaro,Rural,Total,57,690
Bobonaro,Rural,Total,58,707
Bobonaro,Rural,Total,59,618
Bobonaro,Rural,Total,60,586
Bobonaro,Rural,Total,61,487
Bobonaro,Rural,Total,62,615
Bobonaro,Rural,Total,63,422
Bobonaro,Rural,Total,64,420
Bobonaro,Rural,Total,65,402
Bobonaro,Rural,Total,66,352
Bobonaro,Rural,Total,67,345
Bobonaro,Rural,Total,68,348
Bobonaro,Rural,Total,69,323
Bobonaro,Rural,Total,70,380
Bobonaro,Rural,Total,71,279
Bobonaro,Rural,Total,72,501
Bobonaro,Rural,Total,73,450
Bobonaro,Rural,Total,74,586
Bobonaro,Rural,Total,75,360
Bobonaro,Rural,Total,76,334
Bobonaro,Rural,Total,77,404
Bobonaro,Rural,Total,78,194
Bobonaro,Rural,Total,79,227
Bobonaro,Rural,Total,80,251
Bobonaro,Rural,Total,81,152
Bobonaro,Rural,Total,82,239
Bobonaro,Rural,Total,83,107
Bobonaro,Rural,Total,84,76
Bobonaro,Rural,Total,85,418
Bobonaro,Urban,Male,0,157
Bobonaro,Urban,Male,1,144
Bobonaro,Urban,Male,2,168
Bobonaro,Urban,Male,3,166
Bobonaro,Urban,Male,4,149
Bobonaro,Urban,Male,5,155
Bobonaro,Urban,Male,6,153
Bobonaro,Urban,Male,7,170
Bobonaro,Urban,Male,8,168
Bobonaro,Urban,Male,9,156
Bobonaro,Urban,Male,10,184
Bobonaro,Urban,Male,11,146
Bobonaro,Urban,Male,12,158
Bobonaro,Urban,Male,13,117
Bobonaro,Urban,Male,14,150
Bobonaro,Urban,Male,15,159
Bobonaro,Urban,Male,16,182
Bobonaro,Urban,Male,17,184
Bobonaro,Urban,Male,18,156
Bobonaro,Urban,Male,19,173
Bobonaro,Urban,Male,20,122
Bobonaro,Urban,Male,21,141
Bobonaro,Urban,Male,22,122
Bobonaro,Urban,Male,23,112
Bobonaro,Urban,Male,24,95
Bobonaro,Urban,Male,25,90
Bobonaro,Urban,Male,26,72
Bobonaro,Urban,Male,27,77
Bobonaro,Urban,Male,28,106
Bobonaro,Urban,Male,29,78
Bobonaro,Urban,Male,30,66
Bobonaro,Urban,Male,31,105
Bobonaro,Urban,Male,32,81
Bobonaro,Urban,Male,33,87
Bobonaro,Urban,Male,34,97
Bobonaro,Urban,Male,35,78
Bobonaro,Urban,Male,36,84
Bobonaro,Urban,Male,37,93
Bobonaro,Urban,Male,38,77
Bobonaro,Urban,Male,39,74
Bobonaro,Urban,Male,40,62
Bobonaro,Urban,Male,41,79
Bobonaro,Urban,Male,42,57
Bobonaro,Urban,Male,43,50
Bobonaro,Urban,Male,44,60
Bobonaro,Urban,Male,45,49
Bobonaro,Urban,Male,46,53
Bobonaro,Urban,Male,47,64
Bobonaro,Urban,Male,48,74
Bobonaro,Urban,Male,49,58
Bobonaro,Urban,Male,50,51
Bobonaro,Urban,Male,51,50
Bobonaro,Urban,Male,52,56
Bobonaro,Urban,Male,53,64
Bobonaro,Urban,Male,54,36
Bobonaro,Urban,Male,55,47
Bobonaro,Urban,Male,56,46
Bobonaro,Urban,Male,57,43
Bobonaro,Urban,Male,58,48
Bobonaro,Urban,Male,59,45
Bobonaro,Urban,Male,60,30
Bobonaro,Urban,Male,61,25
Bobonaro,Urban,Male,62,42
Bobonaro,Urban,Male,63,32
Bobonaro,Urban,Male,64,22
Bobonaro,Urban,Male,65,21
Bobonaro,Urban,Male,66,25
Bobonaro,Urban,Male,67,25
Bobonaro,Urban,Male,68,14
Bobonaro,Urban,Male,69,7
Bobonaro,Urban,Male,70,17
Bobonaro,Urban,Male,71,14
Bobonaro,Urban,Male,72,17
Bobonaro,Urban,Male,73,6
Bobonaro,Urban,Male,74,12
Bobonaro,Urban,Male,75,18
Bobonaro,Urban,Male,76,11
Bobonaro,Urban,Male,77,11
Bobonaro,Urban,Male,78,12
Bobonaro,Urban,Male,79,4
Bobonaro,Urban,Male,80,9
Bobonaro,Urban,Male,81,9
Bobonaro,Urban,Male,82,11
Bobonaro,Urban,Male,83,
Bobonaro,Urban,Male,84,
Bobonaro,Urban,Male,85,7
Bobonaro,Rural,Male,0,1057
Bobonaro,Rural,Male,1,1079
Bobonaro,Rural,Male,2,1199
Bobonaro,Rural,Male,3,1163
Bobonaro,Rural,Male,4,1185
Bobonaro,Rural,Male,5,1139
Bobonaro,Rural,Male,6,1178
Bobonaro,Rural,Male,7,1234
Bobonaro,Rural,Male,8,1155
Bobonaro,Rural,Male,9,1135
Bobonaro,Rural,Male,10,1109
Bobonaro,Rural,Male,11,1074
Bobonaro,Rural,Male,12,1202
Bobonaro,Rural,Male,13,1101
Bobonaro,Rural,Male,14,1186
Bobonaro,Rural,Male,15,1193
Bobonaro,Rural,Male,16,1202
Bobonaro,Rural,Male,17,1027
Bobonaro,Rural,Male,18,998
Bobonaro,Rural,Male,19,1067
Bobonaro,Rural,Male,20,896
Bobonaro,Rural,Male,21,886
Bobonaro,Rural,Male,22,715
Bobonaro,Rural,Male,23,746
Bobonaro,Rural,Male,24,666
Bobonaro,Rural,Male,25,606
Bobonaro,Rural,Male,26,658
Bobonaro,Rural,Male,27,621
Bobonaro,Rural,Male,28,631
Bobonaro,Rural,Male,29,647
Bobonaro,Rural,Male,30,600
Bobonaro,Rural,Male,31,561
Bobonaro,Rural,Male,32,638
Bobonaro,Rural,Male,33,602
Bobonaro,Rural,Male,34,560
Bobonaro,Rural,Male,35,583
Bobonaro,Rural,Male,36,595
Bobonaro,Rural,Male,37,570
Bobonaro,Rural,Male,38,571
Bobonaro,Rural,Male,39,488
Bobonaro,Rural,Male,40,530
Bobonaro,Rural,Male,41,467
Bobonaro,Rural,Male,42,405
Bobonaro,Rural,Male,43,288
Bobonaro,Rural,Male,44,274
Bobonaro,Rural,Male,45,313
Bobonaro,Rural,Male,46,341
Bobonaro,Rural,Male,47,407
Bobonaro,Rural,Male,48,396
Bobonaro,Rural,Male,49,424
Bobonaro,Rural,Male,50,351
Bobonaro,Rural,Male,51,316
Bobonaro,Rural,Male,52,354
Bobonaro,Rural,Male,53,376
Bobonaro,Rural,Male,54,362
Bobonaro,Rural,Male,55,331
Bobonaro,Rural,Male,56,351
Bobonaro,Rural,Male,57,320
Bobonaro,Rural,Male,58,374
Bobonaro,Rural,Male,59,311
Bobonaro,Rural,Male,60,303
Bobonaro,Rural,Male,61,245
Bobonaro,Rural,Male,62,285
Bobonaro,Rural,Male,63,194
Bobonaro,Rural,Male,64,193
Bobonaro,Rural,Male,65,188
Bobonaro,Rural,Male,66,159
Bobonaro,Rural,Male,67,160
Bobonaro,Rural,Male,68,154
Bobonaro,Rural,Male,69,157
Bobonaro,Rural,Male,70,183
Bobonaro,Rural,Male,71,132
Bobonaro,Rural,Male,72,230
Bobonaro,Rural,Male,73,208
Bobonaro,Rural,Male,74,280
Bobonaro,Rural,Male,75,172
Bobonaro,Rural,Male,76,165
Bobonaro,Rural,Male,77,181
Bobonaro,Rural,Male,78,96
Bobonaro,Rural,Male,79,106
Bobonaro,Rural,Male,80,125
Bobonaro,Rural,Male,81,65
Bobonaro,Rural,Male,82,103
Bobonaro,Rural,Male,83,51
Bobonaro,Rural,Male,84,27
Bobonaro,Rural,Male,85,180
Bobonaro,Urban,Female,0,144
Bobonaro,Urban,Female,1,135
Bobonaro,Urban,Female,2,162
Bobonaro,Urban,Female,3,150
Bobonaro,Urban,Female,4,165
Bobonaro,Urban,Female,5,159
Bobonaro,Urban,Female,6,151
Bobonaro,Urban,Female,7,175
Bobonaro,Urban,Female,8,154
Bobonaro,Urban,Female,9,136
Bobonaro,Urban,Female,10,150
Bobonaro,Urban,Female,11,144
Bobonaro,Urban,Female,12,142
Bobonaro,Urban,Female,13,167
Bobonaro,Urban,Female,14,178
Bobonaro,Urban,Female,15,178
Bobonaro,Urban,Female,16,185
Bobonaro,Urban,Female,17,196
Bobonaro,Urban,Female,18,144
Bobonaro,Urban,Female,19,154
Bobonaro,Urban,Female,20,115
Bobonaro,Urban,Female,21,117
Bobonaro,Urban,Female,22,104
Bobonaro,Urban,Female,23,105
Bobonaro,Urban,Female,24,95
Bobonaro,Urban,Female,25,95
Bobonaro,Urban,Female,26,108
Bobonaro,Urban,Female,27,79
Bobonaro,Urban,Female,28,91
Bobonaro,Urban,Female,29,87
Bobonaro,Urban,Female,30,106
Bobonaro,Urban,Female,31,75
Bobonaro,Urban,Female,32,95
Bobonaro,Urban,Female,33,80
Bobonaro,Urban,Female,34,91
Bobonaro,Urban,Female,35,90
Bobonaro,Urban,Female,36,79
Bobonaro,Urban,Female,37,113
Bobonaro,Urban,Female,38,101
Bobonaro,Urban,Female,39,93
Bobonaro,Urban,Female,40,93
Bobonaro,Urban,Female,41,82
Bobonaro,Urban,Female,42,60
Bobonaro,Urban,Female,43,45
Bobonaro,Urban,Female,44,46
Bobonaro,Urban,Female,45,42
Bobonaro,Urban,Female,46,59
Bobonaro,Urban,Female,47,58
Bobonaro,Urban,Female,48,58
Bobonaro,Urban,Female,49,47
Bobonaro,Urban,Female,50,54
Bobonaro,Urban,Female,51,50
Bobonaro,Urban,Female,52,44
Bobonaro,Urban,Female,53,46
Bobonaro,Urban,Female,54,29
Bobonaro,Urban,Female,55,37
Bobonaro,Urban,Female,56,43
Bobonaro,Urban,Female,57,32
Bobonaro,Urban,Female,58,38
Bobonaro,Urban,Female,59,30
Bobonaro,Urban,Female,60,30
Bobonaro,Urban,Female,61,41
Bobonaro,Urban,Female,62,44
Bobonaro,Urban,Female,63,21
Bobonaro,Urban,Female,64,25
Bobonaro,Urban,Female,65,24
Bobonaro,Urban,Female,66,22
Bobonaro,Urban,Female,67,23
Bobonaro,Urban,Female,68,22
Bobonaro,Urban,Female,69,20
Bobonaro,Urban,Female,70,23
Bobonaro,Urban,Female,71,16
Bobonaro,Urban,Female,72,13
Bobonaro,Urban,Female,73,17
Bobonaro,Urban,Female,74,19
Bobonaro,Urban,Female,75,14
Bobonaro,Urban,Female,76,13
Bobonaro,Urban,Female,77,13
Bobonaro,Urban,Female,78,
Bobonaro,Urban,Female,79,6
Bobonaro,Urban,Female,80,10
Bobonaro,Urban,Female,81,5
Bobonaro,Urban,Female,82,8
Bobonaro,Urban,Female,83,
Bobonaro,Urban,Female,84,4
Bobonaro,Urban,Female,85,13
Bobonaro,Rural,Female,0,999
Bobonaro,Rural,Female,1,1018
Bobonaro,Rural,Female,2,1188
Bobonaro,Rural,Female,3,1154
Bobonaro,Rural,Female,4,1098
Bobonaro,Rural,Female,5,1151
Bobonaro,Rural,Female,6,1149
Bobonaro,Rural,Female,7,1143
Bobonaro,Rural,Female,8,1187
Bobonaro,Rural,Female,9,1076
Bobonaro,Rural,Female,10,1071
Bobonaro,Rural,Female,11,1000
Bobonaro,Rural,Female,12,1126
Bobonaro,Rural,Female,13,1073
Bobonaro,Rural,Female,14,1170
Bobonaro,Rural,Female,15,1169
Bobonaro,Rural,Female,16,1088
Bobonaro,Rural,Female,17,962
Bobonaro,Rural,Female,18,935
Bobonaro,Rural,Female,19,857
Bobonaro,Rural,Female,20,819
Bobonaro,Rural,Female,21,776
Bobonaro,Rural,Female,22,682
Bobonaro,Rural,Female,23,677
Bobonaro,Rural,Female,24,565
Bobonaro,Rural,Female,25,645
Bobonaro,Rural,Female,26,589
Bobonaro,Rural,Female,27,611
Bobonaro,Rural,Female,28,664
Bobonaro,Rural,Female,29,673
Bobonaro,Rural,Female,30,620
Bobonaro,Rural,Female,31,554
Bobonaro,Rural,Female,32,635
Bobonaro,Rural,Female,33,649
Bobonaro,Rural,Female,34,584
Bobonaro,Rural,Female,35,606
Bobonaro,Rural,Female,36,606
Bobonaro,Rural,Female,37,554
Bobonaro,Rural,Female,38,563
Bobonaro,Rural,Female,39,535
Bobonaro,Rural,Female,40,494
Bobonaro,Rural,Female,41,427
Bobonaro,Rural,Female,42,399
Bobonaro,Rural,Female,43,324
Bobonaro,Rural,Female,44,291
Bobonaro,Rural,Female,45,334
Bobonaro,Rural,Female,46,330
Bobonaro,Rural,Female,47,442
Bobonaro,Rural,Female,48,395
Bobonaro,Rural,Female,49,378
Bobonaro,Rural,Female,50,379
Bobonaro,Rural,Female,51,327
Bobonaro,Rural,Female,52,406
Bobonaro,Rural,Female,53,329
Bobonaro,Rural,Female,54,364
Bobonaro,Rural,Female,55,345
Bobonaro,Rural,Female,56,294
Bobonaro,Rural,Female,57,370
Bobonaro,Rural,Female,58,333
Bobonaro,Rural,Female,59,307
Bobonaro,Rural,Female,60,283
Bobonaro,Rural,Female,61,242
Bobonaro,Rural,Female,62,330
Bobonaro,Rural,Female,63,228
Bobonaro,Rural,Female,64,227
Bobonaro,Rural,Female,65,214
Bobonaro,Rural,Female,66,193
Bobonaro,Rural,Female,67,185
Bobonaro,Rural,Female,68,194
Bobonaro,Rural,Female,69,166
Bobonaro,Rural,Female,70,197
Bobonaro,Rural,Female,71,147
Bobonaro,Rural,Female,72,271
Bobonaro,Rural,Female,73,242
Bobonaro,Rural,Female,74,306
Bobonaro,Rural,Female,75,188
Bobonaro,Rural,Female,76,169
Bobonaro,Rural,Female,77,223
Bobonaro,Rural,Female,78,98
Bobonaro,Rural,Female,79,121
Bobonaro,Rural,Female,80,126
Bobonaro,Rural,Female,81,87
Bobonaro,Rural,Female,82,136
Bobonaro,Rural,Female,83,56
Bobonaro,Rural,Female,84,49
Bobonaro,Rural,Female,85,238
Covalima,Urban,Total,0,219
Covalima,Urban,Total,1,253
Covalima,Urban,Total,2,249
Covalima,Urban,Total,3,268
Covalima,Urban,Total,4,263
Covalima,Urban,Total,5,249
Covalima,Urban,Total,6,263
Covalima,Urban,Total,7,265
Covalima,Urban,Total,8,248
Covalima,Urban,Total,9,202
Covalima,Urban,Total,10,224
Covalima,Urban,Total,11,196
Covalima,Urban,Total,12,229
Covalima,Urban,Total,13,205
Covalima,Urban,Total,14,227
Covalima,Urban,Total,15,254
Covalima,Urban,Total,16,281
Covalima,Urban,Total,17,255
Covalima,Urban,Total,18,234
Covalima,Urban,Total,19,235
Covalima,Urban,Total,20,191
Covalima,Urban,Total,21,233
Covalima,Urban,Total,22,153
Covalima,Urban,Total,23,160
Covalima,Urban,Total,24,141
Covalima,Urban,Total,25,164
Covalima,Urban,Total,26,154
Covalima,Urban,Total,27,180
Covalima,Urban,Total,28,165
Covalima,Urban,Total,29,171
Covalima,Urban,Total,30,142
Covalima,Urban,Total,31,128
Covalima,Urban,Total,32,183
Covalima,Urban,Total,33,143
Covalima,Urban,Total,34,140
Covalima,Urban,Total,35,157
Covalima,Urban,Total,36,176
Covalima,Urban,Total,37,156
Covalima,Urban,Total,38,153
Covalima,Urban,Total,39,130
Covalima,Urban,Total,40,134
Covalima,Urban,Total,41,91
Covalima,Urban,Total,42,107
Covalima,Urban,Total,43,83
Covalima,Urban,Total,44,69
Covalima,Urban,Total,45,72
Covalima,Urban,Total,46,88
Covalima,Urban,Total,47,137
Covalima,Urban,Total,48,101
Covalima,Urban,Total,49,97
Covalima,Urban,Total,50,97
Covalima,Urban,Total,51,103
Covalima,Urban,Total,52,100
Covalima,Urban,Total,53,110
Covalima,Urban,Total,54,97
Covalima,Urban,Total,55,60
Covalima,Urban,Total,56,85
Covalima,Urban,Total,57,80
Covalima,Urban,Total,58,78
Covalima,Urban,Total,59,59
Covalima,Urban,Total,60,49
Covalima,Urban,Total,61,59
Covalima,Urban,Total,62,71
Covalima,Urban,Total,63,37
