region,population_type,gender,age,count
Ermera,Rural,Total,33,1810
Ermera,Rural,Total,34,1770
Ermera,Rural,Total,35,1578
Ermera,Rural,Total,36,1417
Ermera,Rural,Total,37,1543
Ermera,Rural,Total,38,1346
Ermera,Rural,Total,39,1133
Ermera,Rural,Total,40,1203
Ermera,Rural,Total,41,940
Ermera,Rural,Total,42,1028
Ermera,Rural,Total,43,692
Ermera,Rural,Total,44,754
Ermera,Rural,Total,45,709
Ermera,Rural,Total,46,886
Ermera,Rural,Total,47,1201
Ermera,Rural,Total,48,996
Ermera,Rural,Total,49,914
Ermera,Rural,Total,50,1062
Ermera,Rural,Total,51,773
Ermera,Rural,Total,52,1235
Ermera,Rural,Total,53,1015
Ermera,Rural,Total,54,1069
Ermera,Rural,Total,55,805
Ermera,Rural,Total,56,889
Ermera,Rural,Total,57,862
Ermera,Rural,Total,58,669
Ermera,Rural,Total,59,669
Ermera,Rural,Total,60,648
Ermera,Rural,Total,61,492
Ermera,Rural,Total,62,853
Ermera,Rural,Total,63,404
Ermera,Rural,Total,64,477
Ermera,Rural,Total,65,386
Ermera,Rural,Total,66,445
Ermera,Rural,Total,67,444
Ermera,Rural,Total,68,340
Ermera,Rural,Total,69,345
Ermera,Rural,Total,70,333
Ermera,Rural,Total,71,299
Ermera,Rural,Total,72,628
Ermera,Rural,Total,73,297
Ermera,Rural,Total,74,332
Ermera,Rural,Total,75,212
Ermera,Rural,Total,76,242
Ermera,Rural,Total,77,337
Ermera,Rural,Total,78,122
Ermera,Rural,Total,79,112
Ermera,Rural,Total,80,147
Ermera,Rural,Total,81,102
Ermera,Rural,Total,82,239
Ermera,Rural,Total,83,48
Ermera,Rural,Total,84,48
Ermera,Rural,Total,85,239
Ermera,Urban,Male,0,148
Ermera,Urban,Male,1,117
Ermera,Urban,Male,2,176
Ermera,Urban,Male,3,183
Ermera,Urban,Male,4,167
Ermera,Urban,Male,5,200
Ermera,Urban,Male,6,170
Ermera,Urban,Male,7,175
Ermera,Urban,Male,8,152
Ermera,Urban,Male,9,140
Ermera,Urban,Male,10,144
Ermera,Urban,Male,11,145
Ermera,Urban,Male,12,148
Ermera,Urban,Male,13,134
Ermera,Urban,Male,14,146
Ermera,Urban,Male,15,159
Ermera,Urban,Male,16,141
Ermera,Urban,Male,17,159
Ermera,Urban,Male,18,185
Ermera,Urban,Male,19,169
Ermera,Urban,Male,20,138
Ermera,Urban,Male,21,152
Ermera,Urban,Male,22,128
Ermera,Urban,Male,23,144
Ermera,Urban,Male,24,106
Ermera,Urban,Male,25,104
Ermera,Urban,Male,26,81
Ermera,Urban,Male,27,101
Ermera,Urban,Male,28,94
Ermera,Urban,Male,29,100
Ermera,Urban,Male,30,93
Ermera,Urban,Male,31,80
Ermera,Urban,Male,32,81
Ermera,Urban,Male,33,110
Ermera,Urban,Male,34,98
Ermera,Urban,Male,35,104
Ermera,Urban,Male,36,64
Ermera,Urban,Male,37,85
Ermera,Urban,Male,38,63
Ermera,Urban,Male,39,65
Ermera,Urban,Male,40,75
Ermera,Urban,Male,41,66
Ermera,Urban,Male,42,52
Ermera,Urban,Male,43,51
Ermera,Urban,Male,44,43
Ermera,Urban,Male,45,34
Ermera,Urban,Male,46,54
Ermera,Urban,Male,47,70
Ermera,Urban,Male,48,54
Ermera,Urban,Male,49,60
Ermera,Urban,Male,50,43
Ermera,Urban,Male,51,39
Ermera,Urban,Male,52,43
Ermera,Urban,Male,53,44
Ermera,Urban,Male,54,41
Ermera,Urban,Male,55,26
Ermera,Urban,Male,56,31
Ermera,Urban,Male,57,31
Ermera,Urban,Male,58,27
Ermera,Urban,Male,59,19
Ermera,Urban,Male,60,25
Ermera,Urban,Male,61,14
Ermera,Urban,Male,62,21
Ermera,Urban,Male,63,16
Ermera,Urban,Male,64,20
Ermera,Urban,Male,65,16
Ermera,Urban,Male,66,10
Ermera,Urban,Male,67,7
Ermera,Urban,Male,68,11
Ermera,Urban,Male,69,13
Ermera,Urban,Male,70,8
Ermera,Urban,Male,71,9
Ermera,Urban,Male,72,10
Ermera,Urban,Male,73,8
Ermera,Urban,Male,74,6
Ermera,Urban,Male,75,
Ermera,Urban,Male,76,11
Ermera,Urban,Male,77,7
Ermera,Urban,Male,78,5
Ermera,Urban,Male,79,
Ermera,Urban,Male,80,4
Ermera,Urban,Male,81,
Ermera,Urban,Male,82,5
Ermera,Urban,Male,83,
Ermera,Urban,Male,84,0
Ermera,Urban,Male,85,8
Ermera,Rural,Male,0,1422
Ermera,Rural,Male,1,1488
Ermera,Rural,Male,2,1638
Ermera,Rural,Male,3,1646
Ermera,Rural,Male,4,1685
Ermera,Rural,Male,5,1720
Ermera,Rural,Male,6,1652
Ermera,Rural,Male,7,1614
Ermera,Rural,Male,8,1528
Ermera,Rural,Male,9,1503
Ermera,Rural,Male,10,1493
Ermera,Rural,Male,11,1431
Ermera,Rural,Male,12,1578
Ermera,Rural,Male,13,1449
Ermera,Rural,Male,14,1521
Ermera,Rural,Male,15,1529
Ermera,Rural,Male,16,1557
Ermera,Rural,Male,17,1420
Ermera,Rural,Male,18,1490
Ermera,Rural,Male,19,1300
Ermera,Rural,Male,20,1285
Ermera,Rural,Male,21,1115
Ermera,Rural,Male,22,1115
Ermera,Rural,Male,23,1434
Ermera,Rural,Male,24,1166
Ermera,Rural,Male,25,1139
Ermera,Rural,Male,26,1069
Ermera,Rural,Male,27,1064
Ermera,Rural,Male,28,902
Ermera,Rural,Male,29,916
Ermera,Rural,Male,30,870
Ermera,Rural,Male,31,777
Ermera,Rural,Male,32,1015
Ermera,Rural,Male,33,923
Ermera,Rural,Male,34,916
Ermera,Rural,Male,35,839
Ermera,Rural,Male,36,724
Ermera,Rural,Male,37,760
Ermera,Rural,Male,38,674
Ermera,Rural,Male,39,595
Ermera,Rural,Male,40,601
Ermera,Rural,Male,41,472
Ermera,Rural,Male,42,494
Ermera,Rural,Male,43,363
Ermera,Rural,Male,44,402
Ermera,Rural,Male,45,377
Ermera,Rural,Male,46,482
Ermera,Rural,Male,47,664
Ermera,Rural,Male,48,551
Ermera,Rural,Male,49,505
Ermera,Rural,Male,50,553
Ermera,Rural,Male,51,424
Ermera,Rural,Male,52,651
Ermera,Rural,Male,53,553
Ermera,Rural,Male,54,591
Ermera,Rural,Male,55,439
Ermera,Rural,Male,56,465
Ermera,Rural,Male,57,436
Ermera,Rural,Male,58,349
Ermera,Rural,Male,59,336
Ermera,Rural,Male,60,306
Ermera,Rural,Male,61,248
Ermera,Rural,Male,62,436
Ermera,Rural,Male,63,199
Ermera,Rural,Male,64,260
Ermera,Rural,Male,65,198
Ermera,Rural,Male,66,243
Ermera,Rural,Male,67,234
Ermera,Rural,Male,68,173
Ermera,Rural,Male,69,176
Ermera,Rural,Male,70,178
Ermera,Rural,Male,71,146
Ermera,Rural,Male,72,291
Ermera,Rural,Male,73,142
Ermera,Rural,Male,74,149
Ermera,Rural,Male,75,104
Ermera,Rural,Male,76,112
Ermera,Rural,Male,77,158
Ermera,Rural,Male,78,66
Ermera,Rural,Male,79,54
Ermera,Rural,Male,80,75
Ermera,Rural,Male,81,59
Ermera,Rural,Male,82,124
Ermera,Rural,Male,83,25
Ermera,Rural,Male,84,29
Ermera,Rural,Male,85,111
Ermera,Urban,Female,0,126
Ermera,Urban,Female,1,147
Ermera,Urban,Female,2,170
Ermera,Urban,Female,3,173
Ermera,Urban,Female,4,174
Ermera,Urban,Female,5,178
Ermera,Urban,Female,6,159
Ermera,Urban,Female,7,163
Ermera,Urban,Female,8,133
Ermera,Urban,Female,9,148
Ermera,Urban,Female,10,140
Ermera,Urban,Female,11,141
Ermera,Urban,Female,12,151
Ermera,Urban,Female,13,144
Ermera,Urban,Female,14,129
Ermera,Urban,Female,15,179
Ermera,Urban,Female,16,186
Ermera,Urban,Female,17,194
Ermera,Urban,Female,18,203
Ermera,Urban,Female,19,168
Ermera,Urban,Female,20,129
Ermera,Urban,Female,21,140
Ermera,Urban,Female,22,115
Ermera,Urban,Female,23,120
Ermera,Urban,Female,24,112
Ermera,Urban,Female,25,107
Ermera,Urban,Female,26,111
Ermera,Urban,Female,27,108
Ermera,Urban,Female,28,103
Ermera,Urban,Female,29,88
Ermera,Urban,Female,30,96
Ermera,Urban,Female,31,84
Ermera,Urban,Female,32,101
Ermera,Urban,Female,33,115
Ermera,Urban,Female,34,88
Ermera,Urban,Female,35,74
Ermera,Urban,Female,36,72
Ermera,Urban,Female,37,83
Ermera,Urban,Female,38,68
Ermera,Urban,Female,39,77
Ermera,Urban,Female,40,66
Ermera,Urban,Female,41,58
Ermera,Urban,Female,42,70
Ermera,Urban,Female,43,42
Ermera,Urban,Female,44,42
Ermera,Urban,Female,45,38
Ermera,Urban,Female,46,35
Ermera,Urban,Female,47,54
Ermera,Urban,Female,48,50
Ermera,Urban,Female,49,30
Ermera,Urban,Female,50,32
Ermera,Urban,Female,51,34
Ermera,Urban,Female,52,41
Ermera,Urban,Female,53,29
Ermera,Urban,Female,54,37
Ermera,Urban,Female,55,27
Ermera,Urban,Female,56,32
Ermera,Urban,Female,57,26
Ermera,Urban,Female,58,16
Ermera,Urban,Female,59,22
Ermera,Urban,Female,60,18
Ermera,Urban,Female,61,22
Ermera,Urban,Female,62,24
Ermera,Urban,Female,63,14
Ermera,Urban,Female,64,15
Ermera,Urban,Female,65,15
Ermera,Urban,Female,66,17
Ermera,Urban,Female,67,19
Ermera,Urban,Female,68,9
Ermera,Urban,Female,69,8
Ermera,Urban,Female,70,13
Ermera,Urban,Female,71,12
Ermera,Urban,Female,72,18
Ermera,Urban,Female,73,5
Ermera,Urban,Female,74,15
Ermera,Urban,Female,75,6
Ermera,Urban,Female,76,5
Ermera,Urban,Female,77,8
Ermera,Urban,Female,78,5
Ermera,Urban,Female,79,
Ermera,Urban,Female,80,
Ermera,Urban,Female,81,4
Ermera,Urban,Female,82,8
Ermera,Urban,Female,83,0
Ermera,Urban,Female,84,
Ermera,Urban,Female,85,7
Ermera,Rural,Female,0,1337
Ermera,Rural,Female,1,1410
Ermera,Rural,Female,2,1659
Ermera,Rural,Female,3,1646
Ermera,Rural,Female,4,1608
Ermera,Rural,Female,5,1591
Ermera,Rural,Female,6,1554
Ermera,Rural,Female,7,1591
Ermera,Rural,Female,8,1403
Ermera,Rural,Female,9,1386
Ermera,Rural,Female,10,1370
Ermera,Rural,Female,11,1358
Ermera,Rural,Female,12,1496
Ermera,Rural,Female,13,1481
Ermera,Rural,Female,14,1501
Ermera,Rural,Female,15,1474
Ermera,Rural,Female,16,1521
Ermera,Rural,Female,17,1315
Ermera,Rural,Female,18,1490
Ermera,Rural,Female,19,1344
Ermera,Rural,Female,20,1285
Ermera,Rural,Female,21,1133
Ermera,Rural,Female,22,1176
Ermera,Rural,Female,23,1400
Ermera,Rural,Female,24,1088
Ermera,Rural,Female,25,1132
Ermera,Rural,Female,26,1055
Ermera,Rural,Female,27,1042
Ermera,Rural,Female,28,924
Ermera,Rural,Female,29,818
Ermera,Rural,Female,30,815
Ermera,Rural,Female,31,777
Ermera,Rural,Female,32,954
Ermera,Rural,Female,33,887
Ermera,Rural,Female,34,854
Ermera,Rural,Female,35,739
Ermera,Rural,Female,36,693
Ermera,Rural,Female,37,783
Ermera,Rural,Female,38,672
Ermera,Rural,Female,39,538
Ermera,Rural,Female,40,602
Ermera,Rural,Female,41,468
Ermera,Rural,Female,42,534
Ermera,Rural,Female,43,329
Ermera,Rural,Female,44,352
Ermera,Rural,Female,45,332
Ermera,Rural,Female,46,404
Ermera,Rural,Female,47,537
Ermera,Rural,Female,48,445
Ermera,Rural,Female,49,409
Ermera,Rural,Female,50,509
Ermera,Rural,Female,51,349
Ermera,Rural,Female,52,584
Ermera,Rural,Female,53,462
Ermera,Rural,Female,54,478
Ermera,Rural,Female,55,366
Ermera,Rural,Female,56,424
Ermera,Rural,Female,57,426
Ermera,Rural,Female,58,320
Ermera,Rural,Female,59,333
Ermera,Rural,Female,60,342
Ermera,Rural,Female,61,244
Ermera,Rural,Female,62,417
Ermera,Rural,Female,63,205
Ermera,Rural,Female,64,217
Ermera,Rural,Female,65,188
Ermera,Rural,Female,66,202
Ermera,Rural,Female,67,210
Ermera,Rural,Female,68,167
Ermera,Rural,Female,69,169
Ermera,Rural,Female,70,155
Ermera,Rural,Female,71,153
Ermera,Rural,Female,72,337
Ermera,Rural,Female,73,155
Ermera,Rural,Female,74,183
Ermera,Rural,Female,75,108
Ermera,Rural,Female,76,130
Ermera,Rural,Female,77,179
Ermera,Rural,Female,78,56
Ermera,Rural,Female,79,58
Ermera,Rural,Female,80,72
Ermera,Rural,Female,81,43
Ermera,Rural,Female,82,115
Ermera,Rural,Female,83,23
Ermera,Rural,Female,84,19
Ermera,Rural,Female,85,128
Lautem,Urban,Total,0,266
Lautem,Urban,Total,1,289
Lautem,Urban,Total,2,311
Lautem,Urban,Total,3,301
Lautem,Urban,Total,4,307
Lautem,Urban,Total,5,351
Lautem,Urban,Total,6,379
Lautem,Urban,Total,7,313
Lautem,Urban,Total,8,325
Lautem,Urban,Total,9,327
Lautem,Urban,Total,10,295
Lautem,Urban,Total,11,291
Lautem,Urban,Total,12,335
Lautem,Urban,Total,13,312
Lautem,Urban,Total,14,341
Lautem,Urban,Total,15,373
Lautem,Urban,Total,16,404
Lautem,Urban,Total,17,397
Lautem,Urban,Total,18,363
Lautem,Urban,Total,19,291
Lautem,Urban,Total,20,234
Lautem,Urban,Total,21,222
Lautem,Urban,Total,22,179
Lautem,Urban,Total,23,163
Lautem,Urban,Total,24,186
Lautem,Urban,Total,25,190
Lautem,Urban,Total,26,183
Lautem,Urban,Total,27,174
Lautem,Urban,Total,28,183
Lautem,Urban,Total,29,135
Lautem,Urban,Total,30,149
Lautem,Urban,Total,31,171
Lautem,Urban,Total,32,147
Lautem,Urban,Total,33,123
Lautem,Urban,Total,34,147
Lautem,Urban,Total,35,137
Lautem,Urban,Total,36,131
Lautem,Urban,Total,37,123
Lautem,Urban,Total,38,116
Lautem,Urban,Total,39,107
Lautem,Urban,Total,40,132
Lautem,Urban,Total,41,110
Lautem,Urban,Total,42,99
Lautem,Urban,Total,43,111
Lautem,Urban,Total,44,114
Lautem,Urban,Total,45,128
Lautem,Urban,Total,46,133
Lautem,Urban,Total,47,159
Lautem,Urban,Total,48,117
Lautem,Urban,Total,49,122
Lautem,Urban,Total,50,144
Lautem,Urban,Total,51,99
Lautem,Urban,Total,52,135
Lautem,Urban,Total,53,106
Lautem,Urban,Total,54,78
Lautem,Urban,Total,55,61
Lautem,Urban,Total,56,73
Lautem,Urban,Total,57,81
Lautem,Urban,Total,58,67
Lautem,Urban,Total,59,82
Lautem,Urban,Total,60,73
Lautem,Urban,Total,61,52
Lautem,Urban,Total,62,81
Lautem,Urban,Total,63,40
Lautem,Urban,Total,64,50
Lautem,Urban,Total,65,38
Lautem,Urban,Total,66,40
Lautem,Urban,Total,67,40
Lautem,Urban,Total,68,37
Lautem,Urban,Total,69,32
Lautem,Urban,Total,70,41
Lautem,Urban,Total,71,28
Lautem,Urban,Total,72,40
Lautem,Urban,Total,73,19
Lautem,Urban,Total,74,28
Lautem,Urban,Total,75,30
Lautem,Urban,Total,76,22
Lautem,Urban,Total,77,30
Lautem,Urban,Total,78,15
Lautem,Urban,Total,79,16
Lautem,Urban,Total,80,24
Lautem,Urban,Total,81,12
Lautem,Urban,Total,82,18
Lautem,Urban,Total,83,
Lautem,Urban,Total,84,
Lautem,Urban,Total,85,39
Lautem,Rural,Total,0,1196
Lautem,Rural,Total,1,1340
Lautem,Rural,Total,2,1486
Lautem,Rural,Total,3,1398
Lautem,Rural,Total,4,1348
Lautem,Rural,Total,5,1411
Lautem,Rural,Total,6,1447
Lautem,Rural,Total,7,1443
Lautem,Rural,Total,8,1390
Lautem,Rural,Total,9,1425
Lautem,Rural,Total,10,1429
Lautem,Rural,Total,11,1318
Lautem,Rural,Total,12,1476
Lautem,Rural,Total,13,1449
Lautem,Rural,Total,14,1521
Lautem,Rural,Total,15,1625
Lautem,Rural,Total,16,1540
Lautem,Rural,Total,17,1442
Lautem,Rural,Total,18,1436
Lautem,Rural,Total,19,1293
Lautem,Rural,Total,20,1028
Lautem,Rural,Total,21,936
Lautem,Rural,Total,22,895
Lautem,Rural,Total,23,912
Lautem,Rural,Total,24,819
Lautem,Rural,Total,25,819
Lautem,Rural,Total,26,809
Lautem,Rural,Total,27,757
Lautem,Rural,Total,28,727
Lautem,Rural,Total,29,656
Lautem,Rural,Total,30,667
Lautem,Rural,Total,31,568
Lautem,Rural,Total,32,596
Lautem,Rural,Total,33,544
Lautem,Rural,Total,34,587
Lautem,Rural,Total,35,532
Lautem,Rural,Total,36,510
Lautem,Rural,Total,37,428
Lautem,Rural,Total,38,507
Lautem,Rural,Total,39,500
Lautem,Rural,Total,40,419
Lautem,Rural,Total,41,390
Lautem,Rural,Total,42,399
Lautem,Rural,Total,43,426
Lautem,Rural,Total,44,488
Lautem,Rural,Total,45,543
Lautem,Rural,Total,46,547
Lautem,Rural,Total,47,586
Lautem,Rural,Total,48,585
Lautem,Rural,Total,49,543
Lautem,Rural,Total,50,637
Lautem,Rural,Total,51,492
Lautem,Rural,Total,52,565
Lautem,Rural,Total,53,575
Lautem,Rural,Total,54,469
Lautem,Rural,Total,55,367
Lautem,Rural,Total,56,378
Lautem,Rural,Total,57,383
Lautem,Rural,Total,58,373
Lautem,Rural,Total,59,343
Lautem,Rural,Total,60,375
Lautem,Rural,Total,61,316
Lautem,Rural,Total,62,413
Lautem,Rural,Total,63,257
Lautem,Rural,Total,64,238
Lautem,Rural,Total,65,174
Lautem,Rural,Total,66,236
Lautem,Rural,Total,67,199
Lautem,Rural,Total,68,232
Lautem,Rural,Total,69,217
Lautem,Rural,Total,70,232
Lautem,Rural,Total,71,203
Lautem,Rural,Total,72,270
Lautem,Rural,Total,73,193
Lautem,Rural,Total,74,222
Lautem,Rural,Total,75,243
Lautem,Rural,Total,76,204
Lautem,Rural,Total,77,199
Lautem,Rural,Total,78,142
Lautem,Rural,Total,79,144
Lautem,Rural,Total,80,133
Lautem,Rural,Total,81,119
Lautem,Rural,Total,82,149
Lautem,Rural,Total,83,57
Lautem,Rural,Total,84,52
Lautem,Rural,Total,85,303
Lautem,Urban,Male,0,133
Lautem,Urban,Male,1,148
Lautem,Urban,Male,2,165
Lautem,Urban,Male,3,153
Lautem,Urban,Male,4,162
Lautem,Urban,Male,5,170
Lautem,Urban,Male,6,191
Lautem,Urban,Male,7,149
Lautem,Urban,Male,8,161
Lautem,Urban,Male,9,165
Lautem,Urban,Male,10,152
Lautem,Urban,Male,11,151
Lautem,Urban,Male,12,169
Lautem,Urban,Male,13,166
Lautem,Urban,Male,14,185
Lautem,Urban,Male,15,183
Lautem,Urban,Male,16,199
Lautem,Urban,Male,17,197
Lautem,Urban,Male,18,202
Lautem,Urban,Male,19,157
Lautem,Urban,Male,20,118
Lautem,Urban,Male,21,122
Lautem,Urban,Male,22,99
Lautem,Urban,Male,23,87
Lautem,Urban,Male,24,106
Lautem,Urban,Male,25,91
Lautem,Urban,Male,26,92
Lautem,Urban,Male,27,82
Lautem,Urban,Male,28,96
Lautem,Urban,Male,29,57
Lautem,Urban,Male,30,64
Lautem,Urban,Male,31,81
Lautem,Urban,Male,32,79
Lautem,Urban,Male,33,48
Lautem,Urban,Male,34,69
Lautem,Urban,Male,35,68
Lautem,Urban,Male,36,53
Lautem,Urban,Male,37,55
Lautem,Urban,Male,38,48
Lautem,Urban,Male,39,50
Lautem,Urban,Male,40,63
Lautem,Urban,Male,41,51
Lautem,Urban,Male,42,49
Lautem,Urban,Male,43,49
Lautem,Urban,Male,44,58
Lautem,Urban,Male,45,57
Lautem,Urban,Male,46,58
Lautem,Urban,Male,47,76
Lautem,Urban,Male,48,56
Lautem,Urban,Male,49,60
Lautem,Urban,Male,50,77
Lautem,Urban,Male,51,51
Lautem,Urban,Male,52,63
Lautem,Urban,Male,53,53
Lautem,Urban,Male,54,44
Lautem,Urban,Male,55,36
Lautem,Urban,Male,56,42
Lautem,Urban,Male,57,39
Lautem,Urban,Male,58,31
Lautem,Urban,Male,59,41
Lautem,Urban,Male,60,35
Lautem,Urban,Male,61,28
Lautem,Urban,Male,62,36
Lautem,Urban,Male,63,17
Lautem,Urban,Male,64,30
Lautem,Urban,Male,65,13
Lautem,Urban,Male,66,19
Lautem,Urban,Male,67,16
Lautem,Urban,Male,68,18
Lautem,Urban,Male,69,16
Lautem,Urban,Male,70,17
Lautem,Urban,Male,71,11
Lautem,Urban,Male,72,12
Lautem,Urban,Male,73,11
Lautem,Urban,Male,74,10
Lautem,Urban,Male,75,15
Lautem,Urban,Male,76,12
Lautem,Urban,Male,77,14
Lautem,Urban,Male,78,10
Lautem,Urban,Male,79,6
Lautem,Urban,Male,80,9
Lautem,Urban,Male,81,7
Lautem,Urban,Male,82,6
Lautem,Urban,Male,83,
Lautem,Urban,Male,84,4
Lautem,Urban,Male,85,11
Lautem,Rural,Male,0,635
Lautem,Rural,Male,1,686
Lautem,Rural,Male,2,766
Lautem,Rural,Male,3,701
Lautem,Rural,Male,4,694
Lautem,Rural,Male,5,724
Lautem,Rural,Male,6,725
Lautem,Rural,Male,7,730
Lautem,Rural,Male,8,688
Lautem,Rural,Male,9,720
Lautem,Rural,Male,10,728
Lautem,Rural,Male,11,672
Lautem,Rural,Male,12,771
Lautem,Rural,Male,13,735
Lautem,Rural,Male,14,792
Lautem,Rural,Male,15,831
Lautem,Rural,Male,16,793
Lautem,Rural,Male,17,733
Lautem,Rural,Male,18,761
Lautem,Rural,Male,19,694
Lautem,Rural,Male,20,554
Lautem,Rural,Male,21,511
Lautem,Rural,Male,22,453
Lautem,Rural,Male,23,471
Lautem,Rural,Male,24,405
Lautem,Rural,Male,25,412
Lautem,Rural,Male,26,411
Lautem,Rural,Male,27,404
Lautem,Rural,Male,28,355
Lautem,Rural,Male,29,341
Lautem,Rural,Male,30,332
Lautem,Rural,Male,31,294
Lautem,Rural,Male,32,316
Lautem,Rural,Male,33,244
Lautem,Rural,Male,34,271
Lautem,Rural,Male,35,270
Lautem,Rural,Male,36,238
Lautem,Rural,Male,37,185
Lautem,Rural,Male,38,234
Lautem,Rural,Male,39,228
Lautem,Rural,Male,40,175
Lautem,Rural,Male,41,174
Lautem,Rural,Male,42,189
Lautem,Rural,Male,43,225
Lautem,Rural,Male,44,222
Lautem,Rural,Male,45,246
Lautem,Rural,Male,46,251
Lautem,Rural,Male,47,285
Lautem,Rural,Male,48,306
Lautem,Rural,Male,49,267
Lautem,Rural,Male,50,345
Lautem,Rural,Male,51,244
Lautem,Rural,Male,52,301
Lautem,Rural,Male,53,299
Lautem,Rural,Male,54,235
Lautem,Rural,Male,55,185
Lautem,Rural,Male,56,177
Lautem,Rural,Male,57,176
Lautem,Rural,Male,58,187
Lautem,Rural,Male,59,193
Lautem,Rural,Male,60,166
Lautem,Rural,Male,61,149
Lautem,Rural,Male,62,166
Lautem,Rural,Male,63,133
Lautem,Rural,Male,64,98
Lautem,Rural,Male,65,78
Lautem,Rural,Male,66,98
Lautem,Rural,Male,67,96
Lautem,Rural,Male,68,93
Lautem,Rural,Male,69,108
Lautem,Rural,Male,70,104
Lautem,Rural,Male,71,85
Lautem,Rural,Male,72,105
Lautem,Rural,Male,73,81
Lautem,Rural,Male,74,77
Lautem,Rural,Male,75,101
Lautem,Rural,Male,76,66
Lautem,Rural,Male,77,82
Lautem,Rural,Male,78,59
Lautem,Rural,Male,79,56
Lautem,Rural,Male,80,56
Lautem,Rural,Male,81,45
Lautem,Rural,Male,82,52
Lautem,Rural,Male,83,25
Lautem,Rural,Male,84,19
Lautem,Rural,Male,85,109
Lautem,Urban,Female,0,133
Lautem,Urban,Female,1,141
Lautem,Urban,Female,2,146
Lautem,Urban,Female,3,148
Lautem,Urban,Female,4,145
Lautem,Urban,Female,5,181
Lautem,Urban,Female,6,188
Lautem,Urban,Female,7,164
Lautem,Urban,Female,8,164
Lautem,Urban,Female,9,162
Lautem,Urban,Female,10,143
Lautem,Urban,Female,11,140
Lautem,Urban,Female,12,166
Lautem,Urban,Female,13,146
Lautem,Urban,Female,14,156
Lautem,Urban,Female,15,190
Lautem,Urban,Female,16,205
Lautem,Urban,Female,17,200
Lautem,Urban,Female,18,161
Lautem,Urban,Female,19,134
Lautem,Urban,Female,20,116
Lautem,Urban,Female,21,100
Lautem,Urban,Female,22,80
Lautem,Urban,Female,23,76
Lautem,Urban,Female,24,80
Lautem,Urban,Female,25,99
Lautem,Urban,Female,26,91
Lautem,Urban,Female,27,92
Lautem,Urban,Female,28,87
Lautem,Urban,Female,29,78
Lautem,Urban,Female,30,85
Lautem,Urban,Female,31,90
Lautem,Urban,Female,32,68
Lautem,Urban,Female,33,75
Lautem,Urban,Female,34,78
Lautem,Urban,Female,35,69
Lautem,Urban,Female,36,78
Lautem,Urban,Female,37,68
Lautem,Urban,Female,38,68
Lautem,Urban,Female,39,57
Lautem,Urban,Female,40,69
Lautem,Urban,Female,41,59
Lautem,Urban,Female,42,50
Lautem,Urban,Female,43,62
Lautem,Urban,Female,44,56
Lautem,Urban,Female,45,71
Lautem,Urban,Female,46,75
Lautem,Urban,Female,47,83
Lautem,Urban,Female,48,61
Lautem,Urban,Female,49,62
Lautem,Urban,Female,50,67
Lautem,Urban,Female,51,48
Lautem,Urban,Female,52,72
Lautem,Urban,Female,53,53
Lautem,Urban,Female,54,34
Lautem,Urban,Female,55,25
Lautem,Urban,Female,56,31
Lautem,Urban,Female,57,42
Lautem,Urban,Female,58,36
Lautem,Urban,Female,59,41
Lautem,Urban,Female,60,38
Lautem,Urban,Female,61,24
Lautem,Urban,Female,62,45
Lautem,Urban,Female,63,23
Lautem,Urban,Female,64,20
Lautem,Urban,Female,65,25
Lautem,Urban,Female,66,21
Lautem,Urban,Female,67,24
Lautem,Urban,Female,68,19
Lautem,Urban,Female,69,16
Lautem,Urban,Female,70,24
Lautem,Urban,Female,71,17
Lautem,Urban,Female,72,28
Lautem,Urban,Female,73,8
Lautem,Urban,Female,74,18
Lautem,Urban,Female,75,15
Lautem,Urban,Female,76,10
Lautem,Urban,Female,77,16
Lautem,Urban,Female,78,5
Lautem,Urban,Female,79,10
Lautem,Urban,Female,80,15
Lautem,Urban,Female,81,5
Lautem,Urban,Female,82,12
Lautem,Urban,Female,83,
Lautem,Urban,Female,84,8
Lautem,Urban,Female,85,28
Lautem,Rural,Female,0,561
Lautem,Rural,Female,1,654
Lautem,Rural,Female,2,720
Lautem,Rural,Female,3,697
Lautem,Rural,Female,4,654
Lautem,Rural,Female,5,687
Lautem,Rural,Female,6,722
Lautem,Rural,Female,7,713
Lautem,Rural,Female,8,702
Lautem,Rural,Female,9,705
Lautem,Rural,Female,10,701
Lautem,Rural,Female,11,646
Lautem,Rural,Female,12,705
Lautem,Rural,Female,13,714
Lautem,Rural,Female,14,729
Lautem,Rural,Female,15,794
Lautem,Rural,Female,16,747
Lautem,Rural,Female,17,709
Lautem,Rural,Female,18,675
Lautem,Rural,Female,19,599
Lautem,Rural,Female,20,474
Lautem,Rural,Female,21,425
Lautem,Rural,Female,22,442
Lautem,Rural,Female,23,441
Lautem,Rural,Female,24,414
Lautem,Rural,Female,25,407
Lautem,Rural,Female,26,398
Lautem,Rural,Female,27,353
Lautem,Rural,Female,28,372
Lautem,Rural,Female,29,315
Lautem,Rural,Female,30,335
Lautem,Rural,Female,31,274
Lautem,Rural,Female,32,280
Lautem,Rural,Female,33,300
Lautem,Rural,Female,34,316
Lautem,Rural,Female,35,262
Lautem,Rural,Female,36,272
Lautem,Rural,Female,37,243
Lautem,Rural,Female,38,273
Lautem,Rural,Female,39,272
Lautem,Rural,Female,40,244
Lautem,Rural,Female,41,216
